run_id,strategy,theme,start,end,universe,min_bars,cost_bps,cagr,sharpe,max_dd,final_equity,annual_turnover,fingerprint
20260131-155943_factor_bt_theme=all_fac=mom_60_reb=weekly_dir=long_high_top=10_q=0.8_cost=10_20190101-20241231,factor_portfolio,all,2019-01-02,2024-12-31,42,,10.0,0.19469515531917048,0.6512362583612588,-0.498012486326294,2.79495210663886,10.364697802197801,92c9fda3ab9e63387c9d71dec80dc1f90acfe8d6106aecb40a40f0a0f0a21d78
20260131-155540_factor_bt_theme=all_fac=mom_60_reb=weekly_dir=long_high_top=10_q=0.8_cost=10_20190101-20241231,factor_portfolio,all,2019-01-02,2024-12-31,42,,10.0,0.19469515531917048,0.6512362583612588,-0.498012486326294,2.79495210663886,10.364697802197801,
20260131-124110_factor_bt_theme=all_fac=vol_20_reb=weekly_dir=long_high_top=10_cost=10_20190101-20241231,factor_portfolio,all,2019-01-01,2024-12-31,,,10.0,0.40451089118307193,1.0170002384103105,-0.5146580719694493,7.118152849955637,9.657692307692308,
